марка,модель кузова,километраж,объем двигателя,тип двигателя,регистрация,год,модель,привод,цена
Audi,crossover,180,3.6,Gas,yes,2007,Q7,full,23000.0
Volkswagen,van,238,2.5,Diesel,yes,2002,T4 (Transporter) ïàññ.,front,8650.0
Honda,hatch,82,1.8,Petrol,yes,2009,Civic,front,12200.0
Opel,sedan,180,1.4,Petrol,yes,2007,Astra G,front,5490.0
Volkswagen,van,220,2.5,Diesel,yes,2003,T4 (Transporter) ïàññ.,front,9300.0
Hyundai,van,170,1.6,Petrol,yes,2005,Matrix,front,6500.0
BMW,sedan,334,2.0,Diesel,no,1999,320,rear,3500.0
Land Rover,crossover,86,5.0,Petrol,yes,2010,Range Rover Sport,full,32500.0
Hyundai,crossover,168,2.2,Diesel,yes,2007,Santa FE,full,13500.0
Mitsubishi,sedan,152,1.6,Petrol,yes,2007,Lancer,front,6500.0
Volkswagen,van,165,1.9,Diesel,yes,2010,Caddy ïàññ.,front,11300.0
BMW,vagon,125,3.0,Diesel,yes,2006,530,full,17500.0
Mercedes-Benz,sedan,300,3.0,Diesel,no,1999,E-Class,rear,2499.0
Audi,hatch,34,1.4,Petrol,yes,2013,A3,front,21000.0
Toyota,crossover,152,4.0,Gas,yes,2008,Land Cruiser Prado,full,22999.0
BMW,crossover,64,2.0,Diesel,yes,2015,X5,full,58000.0
Toyota,vagon,254,2.0,Diesel,no,2000,Avensis,front,2499.0
Mercedes-Benz,crossover,0,3.0,Diesel,yes,2016,GLS 350,full,109999.0
BMW,sedan,230,2.0,Diesel,no,2003,320,rear,4000.0
Mazda,other,108,2.3,Petrol,yes,2008,CX-7,full,11300.0
Audi,vagon,154,2.0,Diesel,yes,2008,A6,front,15000.0
Opel,sedan,336,2.0,Gas,yes,1998,Omega,rear,4500.0
Mercedes-Benz,crossover,0,3.0,Diesel,yes,2016,GLS 350,full,107999.0
Mazda,vagon,250,2.0,Diesel,no,2000,626,front,2200.0
Toyota,sedan,130,2.3,Gas,yes,2006,Camry,front,9900.0
Volkswagen,sedan,144,3.6,Petrol,yes,2013,Passat CC,full,32000.0
Mitsubishi,sedan,133,1.5,Gas,yes,2008,Lancer,front,7650.0
Skoda,sedan,225,1.8,Gas,yes,2009,Superb,front,12500.0
Audi,crossover,172,3.6,Petrol,yes,2007,Q7,full,19700.0
Ford,vagon,78,2.6290927510130397,Petrol,yes,2014,Focus,front,15300.0
Toyota,sedan,25,2.5,Petrol,yes,2014,Camry,front,14000.0
Renault,van,217,1.9,Diesel,yes,2004,Trafic ïàññ.,front,8300.0
Kia,hatch,124,1.4,Petrol,yes,2008,Rio,front,6999.0
Volkswagen,other,170,1.9,Diesel,yes,2006,Multivan,front,13900.0
Volkswagen,van,180,2.0,Diesel,yes,2005,Caddy ïàññ.,front,6200.0
Hyundai,crossover,219,2.7,Gas,yes,2007,Santa FE,full,12800.0
BMW,crossover,71,4.4,Petrol,yes,2011,X5 M,full,69999.0
Honda,other,52,2.4,Petrol,yes,2008,Accord,front,12500.0
Volkswagen,other,164,2.0,Diesel,yes,2010,T5 (Transporter) ïàññ.,front,16800.0
Honda,sedan,111,2.4,Gas,yes,2009,Accord,front,13500.0
Porsche,crossover,42,4.8,Petrol,yes,2009,Cayenne,full,37500.0
Mitsubishi,sedan,72,2.4,Petrol,yes,2006,Lancer Evolution,full,11500.0
Mercedes-Benz,sedan,76,6.0,Petrol,yes,2010,S 65 AMG,rear,69900.0
Mitsubishi,sedan,137,1.6,Gas,yes,2006,Lancer,front,7300.0
Peugeot,sedan,59,1.6,Petrol,yes,2013,301,front,11200.0
Volkswagen,sedan,223,2.5,Diesel,yes,2007,T5 (Transporter) ïàññ.,front,9000.0
Daewoo,sedan,130,1.5,Gas,yes,2006,Lanos,front,3900.0
Toyota,crossover,149,2.0,Petrol,yes,2006,Rav 4,full,13000.0
Volkswagen,other,200,1.6,Petrol,no,1999,Golf IV,front,1850.0
Kia,crossover,148,3.3,Gas,yes,2007,Sorento,full,10900.0
Mazda,vagon,127,2.3,Petrol,yes,2006,CX-7,front,11700.0
Volkswagen,vagon,107,1.6,Petrol,yes,2010,Golf Variant,front,9200.0
Tesla,sedan,22,2.6290927510130397,Other,yes,2013,Model S,rear,61900.0
Toyota,sedan,108,2.6290927510130397,Petrol,yes,2008,Camry,front,15700.0
Hyundai,crossover,192,2.0,Diesel,yes,2008,Tucson,full,9250.0
Kia,vagon,87,1.6,Diesel,yes,2013,Ceed,front,15200.0
Ford,crossover,47,2.0,Diesel,yes,2015,Kuga,full,26900.0
Subaru,vagon,0,2.0,Diesel,yes,2016,Outback,full,43900.0
Skoda,vagon,95,2.0,Petrol,yes,2008,Octavia A5,full,10900.0
Volkswagen,van,250,2.0,Diesel,yes,2010,T5 (Transporter) ïàññ.,full,17777.0
Volkswagen,hatch,288,1.8,Gas,yes,1996,Golf III,front,3950.0
Hyundai,hatch,1,1.6,Diesel,yes,2015,i30,front,13838.175
Kia,crossover,1,1.7,Diesel,yes,2015,Sportage,front,19395.675
Citroen,van,52,1.6,Diesel,yes,2015,Grand C4 Picasso,front,23000.0
Nissan,crossover,1,1.6,Petrol,yes,2015,Juke,front,16431.675
Toyota,hatch,1,1.6,Petrol,yes,2016,Auris,front,16672.5
Kia,sedan,1,1.6,Petrol,yes,2015,Cerato,front,14712.555
Honda,sedan,133,2.0,Petrol,yes,2008,Accord,front,10800.0
BMW,vagon,260,3.0,Diesel,yes,2004,330,rear,12900.0
Lexus,crossover,162,3.3,Petrol,yes,2006,RX 300,full,15300.0
BMW,crossover,1,3.0,Diesel,yes,2014,X6,full,77777.0
Mercedes-Benz,other,21,6.0,Petrol,yes,2008,S 600,rear,70000.0
Mitsubishi,crossover,78,2.6290927510130397,Petrol,yes,2012,Outlander XL,full,19400.0
Hyundai,crossover,104,2.0,Gas,yes,2009,Tucson,full,12700.0
Mercedes-Benz,crossover,0,3.5,Diesel,yes,2016,GLS 350,full,109000.0
BMW,vagon,158,2.0,Diesel,yes,2010,320,rear,17000.0
Mercedes-Benz,crossover,0,3.0,Diesel,yes,2016,GLS 350,full,99000.0
Mitsubishi,crossover,102,3.0,Petrol,yes,2009,Outlander XL,full,15500.0
Volkswagen,crossover,1,2.0,Petrol,yes,2016,Tiguan,full,28900.0
BMW,sedan,254,3.0,Diesel,yes,2003,530,front,13700.0
Mazda,sedan,80,2.0,Petrol,yes,1997,Xedos 6,front,3900.0
Mercedes-Benz,crossover,0,5.5,Petrol,yes,2016,GLS 63,full,177000.0
Mitsubishi,crossover,140,2.4,Petrol,yes,2007,Outlander XL,full,12200.0
Mercedes-Benz,other,168,5.0,Petrol,yes,2002,CL 500,rear,13900.0
Chevrolet,hatch,98,1.6,Petrol,yes,2011,Cruze,front,9750.0
Honda,sedan,119,2.0,Petrol,yes,2007,Accord,front,12000.0
Chevrolet,other,51,3.6,Petrol,yes,2012,Camaro,rear,34000.0
Opel,sedan,110,1.6,Gas,yes,1988,Ascona,front,1820.0
BMW,sedan,250,2.5,Petrol,yes,2006,525,rear,15300.0
Hyundai,sedan,95,1.4,Gas,yes,2009,Accent,front,6999.0
Volkswagen,van,163,2.5,Diesel,yes,2008,T5 (Transporter) ïàññ.,front,11500.0
Kia,crossover,29,2.0,Gas,yes,2013,Sportage,full,22000.0
Honda,other,287,3.0,Petrol,yes,2002,Accord,front,7499.0
Toyota,crossover,184,2.7,Gas,yes,2005,Land Cruiser Prado,full,15000.0
Mitsubishi,crossover,79,2.4,Gas,yes,2009,Outlander,full,13200.0
Seat,hatch,250,1.1,Petrol,yes,1994,Ibiza,front,1850.0
Mercedes-Benz,van,450,2.3,Diesel,yes,1996,Vito ïàññ.,front,6500.0
Mercedes-Benz,sedan,29,6.0,Petrol,yes,2011,S-Guard,rear,295000.0
Mercedes-Benz,van,300,2.2,Diesel,no,2005,Vito ïàññ.,rear,4300.0
Honda,other,54,3.5,Petrol,yes,2012,Crosstour,full,25900.0
Mercedes-Benz,sedan,300,2.7,Diesel,yes,2003,E-Class,rear,12600.0
BMW,sedan,230,3.0,Diesel,yes,2011,530,rear,29500.0
VAZ,hatch,120,1.6,Petrol,yes,2012,2172,front,5700.0
Volkswagen,crossover,36,3.0,Diesel,yes,2015,Touareg,full,55500.0
Skoda,vagon,180,1.8,Petrol,yes,2006,Octavia Tour,full,7900.0
Volkswagen,van,275,2.5,Diesel,yes,2008,T5 (Transporter) ïàññ.,front,15000.0
Mercedes-Benz,van,238,2.2,Diesel,yes,2008,Vito ïàññ.,rear,12500.0
Volkswagen,van,212,1.9,Diesel,yes,2006,T5 (Transporter) ïàññ.,front,9500.0
Chevrolet,sedan,120,1.5,Petrol,yes,2007,Aveo,front,5800.0
Volkswagen,hatch,23,1.4,Petrol,yes,2013,Golf VI,front,18200.0
Cadillac,crossover,23,6.2,Petrol,yes,2008,Escalade,full,47000.0
Mercedes-Benz,sedan,117,5.5,Petrol,yes,2010,S 550,full,38700.0
Volkswagen,other,103,2.0,Diesel,yes,2013,T5 (Transporter) ãðóç,front,13700.0
Chevrolet,sedan,62,1.8,Petrol,yes,2013,Cruze,front,9200.0
Audi,vagon,175,2.0,Gas,yes,2010,A4 Allroad,full,22500.0
Mitsubishi,sedan,170,1.6,Petrol,yes,2004,Lancer,front,6800.0
Renault,van,205,1.6,Petrol,yes,2007,Scenic,front,6250.0
Land Rover,crossover,21,4.4,Diesel,yes,2015,Range Rover,full,162000.0
Mercedes-Benz,vagon,118,3.0,Diesel,yes,2010,E-Class,full,24800.0
Volkswagen,van,260,2.5,Diesel,yes,2008,T5 (Transporter) ãðóç,front,8800.0
Nissan,crossover,126,2.6290927510130397,Other,yes,2005,X-Trail,full,9200.0
Volkswagen,hatch,95,1.4,Petrol,yes,2010,Polo,front,9950.0
Renault,sedan,152,1.6,Petrol,yes,2007,Megane,front,6800.0
BMW,vagon,213,3.0,Diesel,yes,2007,530,full,16999.0
Audi,sedan,159,5.2,Petrol,yes,2008,S8,full,22500.0
BMW,sedan,160,2.5,Petrol,yes,2005,525,rear,11900.0
ZAZ,other,82,1.2,Petrol,yes,2008,110557,front,4580.0
Hyundai,sedan,19,1.4,Petrol,yes,2011,Accent,front,10000.0
Peugeot,van,170,1.9,Diesel,yes,2011,Partner ãðóç.,front,4800.0
Acura,sedan,150,3.5,Gas,yes,2008,RL,full,15000.0
Kia,van,172,2.9,Diesel,yes,2008,Carnival,front,10500.0
Volkswagen,van,157,2.0,Diesel,yes,2010,T5 (Transporter) ïàññ.,full,17000.0
Volkswagen,sedan,85,2.0,Diesel,yes,2013,Passat CC,front,27000.0
Honda,other,140,2.4,Petrol,yes,2008,Accord,front,12300.0
Ford,other,184,2.2,Diesel,yes,2013,Transit ãðóç.,front,10500.0
Ford,other,194,2.2,Diesel,yes,2013,Transit ãðóç.,front,10400.0
Volkswagen,sedan,67,1.8,Petrol,yes,2012,Passat CC,front,24000.0
Volkswagen,hatch,98,1.6,Gas,yes,2010,Golf V,front,9800.0
Mercedes-Benz,sedan,138,2.0,Petrol,yes,2007,E-Class,rear,14500.0
VAZ,hatch,40,1.5,Petrol,yes,1990,2109,front,1900.0
Daewoo,sedan,175,1.4,Petrol,yes,2008,Lanos,front,3350.0
Toyota,sedan,180,2.4,Petrol,yes,2003,Camry,front,10200.0
Land Rover,crossover,60,2.0,Petrol,yes,2012,Range Rover Evoque,full,42000.0
Volkswagen,hatch,95,1.6,Gas,yes,2005,Golf V,front,9000.0
Volkswagen,sedan,169,1.8,Petrol,yes,2008,Passat B6,front,11500.0
Mercedes-Benz,van,248,2.2,Diesel,yes,2005,Vito ïàññ.,rear,9500.0
Mercedes-Benz,crossover,109,3.0,Diesel,yes,2011,ML 350,full,32800.0
Volkswagen,van,159,1.9,Diesel,yes,2009,Caddy ïàññ.,front,9750.0
Volkswagen,sedan,144,2.0,Diesel,yes,2008,Passat B6,front,10250.0
Nissan,crossover,169,2.0,Petrol,yes,2008,X-Trail,full,12450.0
Renault,sedan,170,1.9,Diesel,no,2003,Scenic,front,2500.0
Audi,crossover,152,4.2,Petrol,yes,2007,Q7,full,22000.0
Seat,hatch,98,1.6,Petrol,yes,2009,Leon,front,10199.0
Mercedes-Benz,other,230,2.2,Diesel,yes,2001,Vito ïàññ.,front,8000.0
Mercedes-Benz,sedan,199,3.2,Diesel,yes,1999,E-Class,front,4800.0
Ford,hatch,82,1.25,Petrol,yes,2007,Fiesta,front,5400.0
Hyundai,crossover,220,2.9,Diesel,no,2002,Terracan,full,3950.0
Chevrolet,sedan,127,1.5,Petrol,yes,2008,Aveo,front,4950.0
Mercedes-Benz,sedan,29,3.0,Diesel,yes,2012,CLS 350,rear,54500.0
Porsche,sedan,14,4.8,Other,yes,2013,Panamera,full,112000.0
Volkswagen,van,59,2.0,Diesel,yes,2014,Multivan,full,49999.0
BMW,crossover,250,3.0,Diesel,no,2006,X5,full,13500.0
Lexus,crossover,150,2.6290927510130397,Gas,yes,2007,RX 350,full,17500.0
Mercedes-Benz,sedan,216,2.2,Diesel,yes,2007,E-Class,rear,13900.0
BMW,sedan,237,2.5,Petrol,yes,1990,525,rear,3200.0
Toyota,crossover,131,2.4,Gas,yes,2006,Rav 4,full,13500.0
Toyota,sedan,132,1.6,Petrol,yes,2008,Corolla,front,8650.0
Hyundai,crossover,71,2.2,Diesel,yes,2012,Santa FE,full,21900.0
Skoda,sedan,2,1.4,Petrol,yes,2016,Octavia A7,front,21300.0
Mercedes-Benz,van,245,2.2,Diesel,yes,2002,Vito ïàññ.,front,7300.0
Opel,vagon,95,1.4,Petrol,yes,2012,Astra J,front,10350.0
Toyota,sedan,198,2.4,Gas,yes,2009,Camry,front,13999.0
Mitsubishi,sedan,56,1.5,Petrol,yes,2011,Lancer X,front,9800.0
Skoda,hatch,172,1.6,Petrol,yes,2006,Octavia Tour,front,7200.0
Volkswagen,sedan,180,3.0,Diesel,yes,2007,Touareg,full,17800.0
Kia,sedan,140,1.6,Diesel,yes,2008,Cerato,front,7900.0
Toyota,hatch,140,1.6,Petrol,yes,2008,Auris,front,8900.0
Daewoo,sedan,57,1.3,Gas,yes,2011,Sens,front,4600.0
Volkswagen,van,154,2.0,Diesel,yes,2013,T5 (Transporter) ãðóç,front,13499.0
Mercedes-Benz,other,190,2.2,Diesel,yes,1999,Vito ïàññ.,front,6950.0
Mercedes-Benz,sedan,261,1.8,Petrol,yes,2003,E-Class,rear,10250.0
Kia,crossover,114,2.5,Diesel,yes,2008,Sorento,full,11400.0
SsangYong,crossover,39,2.7,Diesel,yes,2013,Rexton II,full,16700.0
BMW,crossover,182,3.0,Petrol,yes,2008,X6,full,29900.0
Toyota,sedan,144,3.5,Gas,yes,2007,Camry,front,13500.0
Hyundai,sedan,102,1.5,Diesel,yes,2008,Accent,front,5400.0
Renault,van,200,1.9,Diesel,yes,2002,Kangoo ãðóç.,front,2300.0
SsangYong,van,107,2.7,Diesel,yes,2008,Rodius,full,12300.0
Mitsubishi,vagon,93,3.0,Gas,yes,2007,Outlander XL,full,13900.0
Kia,crossover,52,2.5,Diesel,yes,2008,Sorento,full,11800.0
Skoda,other,120,2.6290927510130397,Petrol,yes,2010,Octavia A5,front,11900.0
Mazda,sedan,9,2.0,Petrol,yes,2016,6,front,25800.0
Mazda,sedan,270,2.0,Petrol,yes,2003,6,front,5850.0
Mercedes-Benz,sedan,199,2.6290927510130397,Petrol,yes,2000,E-Class,front,5500.0
Volkswagen,crossover,156,2.0,Diesel,yes,2012,T6 (Transporter) ãðóç,front,13900.0
Mercedes-Benz,crossover,69,3.0,Diesel,yes,2014,GL 350,full,82555.0
Kia,hatch,1,1.4,Petrol,yes,2015,Rio,front,11764.116
Ford,sedan,99,1.6,Petrol,yes,2012,Mondeo,front,12500.0
BMW,sedan,221,4.5,Petrol,yes,2002,745,rear,8999.0
Toyota,crossover,174,4.0,Gas,yes,2008,Land Cruiser Prado,full,23499.0
Mercedes-Benz,sedan,40,1.8,Petrol,yes,2014,C-Class,rear,28950.0
BMW,sedan,221,4.4,Gas,yes,2004,745,rear,9400.0
Lexus,crossover,156,4.0,Other,yes,2006,RX 400,full,13800.0
Audi,vagon,200,2.7,Diesel,yes,2006,A6,front,14200.0
Volkswagen,van,224,2.5,Diesel,yes,2006,T5 (Transporter) ïàññ.,front,10000.0
Toyota,sedan,147,2.4,Petrol,yes,2010,Camry,front,11999.0
Chevrolet,sedan,67,1.8,Petrol,yes,2011,Cruze,front,10500.0
Renault,van,175,2.0,Diesel,yes,2007,Trafic ïàññ.,front,9600.0
Mazda,sedan,65,2.0,Gas,yes,2009,6,front,12900.0
Skoda,hatch,117,1.6,Gas,yes,2012,Octavia A5,front,11950.0
BMW,crossover,106,3.0,Diesel,yes,2012,X6,full,51900.0
Volkswagen,sedan,174,2.0,Petrol,yes,2007,Passat B6,front,9555.0
Audi,sedan,140,2.0,Diesel,yes,2012,A6,front,31500.0
Honda,sedan,90,2.4,Petrol,yes,2008,Accord,front,12399.0
Mazda,sedan,121,2.3,Petrol,yes,2008,6 MPS,full,10500.0
Skoda,sedan,58,1.8,Petrol,yes,2012,Octavia A5,front,14600.0
Mercedes-Benz,sedan,107,1.8,Petrol,yes,2008,C-Class,rear,17300.0
Mazda,hatch,93,1.6,Gas,yes,2011,3,front,10800.0
Volkswagen,crossover,187,3.0,Diesel,yes,2008,Touareg,full,22600.0
Skoda,hatch,240,2.0,Petrol,yes,2003,Octavia Tour,front,8600.0
Kia,sedan,164,1.6,Petrol,yes,2007,Cerato,front,6300.0
Toyota,crossover,92,2.2,Diesel,yes,2013,Rav 4,full,28350.0
Lexus,sedan,100,2.5,Petrol,yes,2008,IS 250,full,21500.0
Mercedes-Benz,sedan,409,2.6,Petrol,yes,1991,E-Class,rear,4500.0
Volkswagen,sedan,272,1.9,Diesel,no,1998,Passat B5,front,2200.0
Mercedes-Benz,other,220,2.2,Diesel,yes,2005,Vito ïàññ.,rear,9500.0
Hyundai,crossover,172,2.2,Diesel,yes,2007,Santa FE,full,14900.0
BMW,sedan,300,2.8,Gas,yes,1997,528,rear,6500.0
Honda,sedan,330,1.4,Petrol,yes,1998,Civic,front,3200.0
Nissan,crossover,150,2.0,Petrol,yes,2012,X-Trail,full,16800.0
BMW,sedan,245,2.5,Petrol,yes,2007,523,rear,18000.0
Renault,vagon,164,1.5,Diesel,yes,2013,Grand Scenic,front,13600.0
Subaru,crossover,150,3.0,Petrol,yes,2006,Tribeca,full,12000.0
ZAZ,sedan,88,1.2,Gas,yes,2007,1103 Ñëàâóòà,front,2100.0
Audi,sedan,294,3.0,Gas,yes,2004,A8,front,12600.0
Renault,hatch,171,1.5,Other,yes,2005,Megane,front,5900.0
Volkswagen,crossover,167,3.0,Diesel,yes,2007,Touareg,full,17900.0
Mitsubishi,crossover,161,2.0,Petrol,yes,2005,Outlander,full,8300.0
VAZ,sedan,100,1.5,Gas,yes,1986,2106,rear,900.0
Mercedes-Benz,other,90,1.8,Petrol,yes,2008,C-Class,rear,18500.0
VAZ,sedan,150,99.99,Gas,yes,1987,2105,rear,1250.0
Mercedes-Benz,sedan,432,3.0,Diesel,yes,1992,E-Class,rear,5200.0
Skoda,vagon,85,1.4,Petrol,yes,2011,Octavia A5,front,11500.0
Mazda,sedan,29,2.0,Petrol,yes,2015,6,front,22300.0
Mercedes-Benz,sedan,240,3.2,Diesel,yes,2001,E-Class,rear,8600.0
Mercedes-Benz,van,281,2.2,Diesel,yes,2004,Vito ïàññ.,rear,8500.0
Audi,vagon,310,2.5,Diesel,no,1999,A6,front,3150.0
Honda,sedan,117,1.8,Petrol,yes,2008,Civic,front,8600.0
Volkswagen,sedan,0,1.6,Petrol,yes,2016,Jetta,front,16999.0
Hyundai,sedan,42,1.4,Petrol,yes,2011,Accent,front,9999.0
Volkswagen,hatch,44,1.4,Petrol,yes,2012,Golf VI,front,16200.0
Toyota,crossover,160,2.0,Petrol,yes,2007,Rav 4,full,13699.0
Renault,van,157,1.5,Diesel,yes,2012,Grand Scenic,front,11200.0
Volkswagen,hatch,280,2.6290927510130397,Gas,yes,1996,Golf III,front,3950.0
Volkswagen,crossover,0,3.0,Diesel,yes,2016,Touareg,full,71138.0
Renault,other,148,1.5,Diesel,yes,2012,Kangoo ãðóç.,front,7440.0
Daewoo,sedan,178,1.4,Petrol,yes,2007,Lanos,front,3000.0
Volkswagen,crossover,0,3.0,Diesel,yes,2016,Touareg,full,66346.0
Skoda,sedan,250,1.6,Petrol,yes,2007,Octavia A5,front,8000.0
Mercedes-Benz,crossover,30,6.3,Petrol,yes,2013,G 63 AMG,full,219900.0
Volkswagen,vagon,250,1.9,Diesel,yes,2002,Passat B5,full,8700.0
Mercedes-Benz,sedan,195,2.2,Diesel,yes,2010,E-Class,rear,23800.0
Mercedes-Benz,sedan,140,5.5,Petrol,yes,2009,S 550,full,24900.0
Renault,van,150,2.0,Diesel,yes,2009,Trafic ãðóç.,front,8900.0
Volkswagen,van,300,1.8,Gas,yes,1999,Sharan,front,5999.0
Mitsubishi,sedan,95,2.0,Petrol,yes,2007,Lancer X,front,9300.0
Mercedes-Benz,other,119,6.3,Petrol,yes,2008,ML 63 AMG,full,40000.0
Volkswagen,crossover,155,2.5,Diesel,yes,2008,Touareg,full,19200.0
Renault,van,275,2.0,Diesel,yes,2008,Trafic ïàññ.,front,9500.0
Mercedes-Benz,van,300,2.2,Other,yes,2004,Vito ïàññ.,rear,7700.0
Volkswagen,crossover,63,3.0,Diesel,yes,2014,Touareg,full,42500.0
Aston Martin,other,37,6.0,Petrol,yes,2006,DB9,rear,65000.0
Mercedes-Benz,vagon,180,3.2,Diesel,yes,2002,E-Class,rear,9500.0
Mercedes-Benz,sedan,375,2.0,Petrol,yes,1990,190,rear,3900.0
Toyota,other,1,2.8,Diesel,yes,2016,Hilux,full,43999.0
Mazda,crossover,148,2.3,Gas,yes,2008,CX-7,full,12000.0
Mercedes-Benz,crossover,0,2.98,Diesel,yes,2016,GLS 350,full,109999.0
Lexus,sedan,160,3.0,Petrol,yes,2006,GS 300,rear,14500.0
Skoda,sedan,130,1.9,Diesel,yes,2013,Octavia A5,front,14500.0
Toyota,sedan,170,1.8,Gas,yes,2006,Avensis,front,9300.0
Volkswagen,crossover,92,3.0,Diesel,yes,2012,Touareg,full,34000.0
Kia,crossover,102,2.0,Diesel,yes,2008,Sportage,full,8800.0
VAZ,sedan,70,1.2,Petrol,yes,1986,2101,rear,1600.0
Mitsubishi,sedan,150,2.0,Gas,yes,1996,Galant,front,2800.0
Land Rover,crossover,55,3.0,Diesel,yes,2014,Range Rover Sport,full,78900.0
BMW,crossover,0,3.0,Diesel,yes,2016,X6,full,86999.0
BMW,crossover,1,2.0,Diesel,yes,2016,X5,full,62000.0
BMW,sedan,225,2.5,Petrol,no,1997,523,rear,2900.0
Renault,hatch,1,1.4,Gas,yes,1988,11,front,1800.0
BMW,crossover,1,2.0,Diesel,yes,2016,X5,full,67500.0
Volkswagen,crossover,112,2.5,Diesel,yes,2008,Touareg,full,19500.0
Renault,van,22,1.9,Diesel,yes,2001,Kangoo ãðóç.,front,3600.0
Renault,van,185,1.5,Diesel,yes,2008,Kangoo ïàññ.,front,9999.0
Opel,sedan,310,1.6,Petrol,yes,1995,Vectra A,front,2999.0
Porsche,crossover,110,4.5,Gas,yes,2005,Cayenne,full,13222.0
Lexus,sedan,80,3.5,Petrol,yes,2007,ES 350,front,18900.0
Mitsubishi,crossover,210,2.4,Gas,yes,2007,Outlander,full,8200.0
Toyota,hatch,37,1.4,Petrol,yes,2013,Auris,front,12900.0
BMW,sedan,296,3.0,Diesel,no,2001,730,rear,2800.0
Land Rover,crossover,99,5.0,Petrol,yes,2011,Range Rover Sport,full,36500.0
Mercedes-Benz,van,285,2.2,Diesel,yes,2001,Vito ïàññ.,front,7200.0
Mercedes-Benz,sedan,342,2.6,Petrol,yes,2003,E-Class,rear,9300.0
Audi,crossover,183,3.6,Petrol,no,2007,Q7,full,14900.0
Mercedes-Benz,hatch,147,2.0,Diesel,yes,2008,B 200,rear,13600.0
BMW,sedan,158,5.0,Petrol,yes,2007,M5,rear,26900.0
Volkswagen,crossover,139,3.0,Diesel,yes,2008,Touareg,full,20300.0
Mercedes-Benz,sedan,337,2.3,Gas,yes,1988,230,rear,2700.0
Volkswagen,crossover,151,3.0,Diesel,yes,2008,Touareg,full,20800.0
Volkswagen,sedan,1,1.6,Diesel,yes,2016,Jetta,front,24900.0
Lexus,sedan,127,3.0,Petrol,yes,2006,GS 300,full,15400.0
Volkswagen,sedan,1,1.6,Diesel,yes,2016,Jetta,front,24900.0
Volkswagen,crossover,136,3.0,Diesel,yes,2008,Touareg,full,21900.0
BMW,sedan,256,2.5,Diesel,no,2001,525,rear,4999.0
Volkswagen,other,217,1.9,Diesel,yes,2005,Passat B5,front,8800.0
Mercedes-Benz,sedan,350,3.0,Diesel,yes,1994,E-Class,rear,6900.0
Hyundai,sedan,100,1.6,Petrol,yes,2008,Accent,front,7000.0
Lexus,crossover,68,2.6290927510130397,Other,yes,2008,RX 400,full,22700.0
Mercedes-Benz,van,262,2.3,Diesel,yes,1998,Vito ãðóç.,rear,4900.0
Mercedes-Benz,sedan,137,2.2,Diesel,yes,2012,E-Class,rear,25500.0
Mercedes-Benz,van,172,2.2,Diesel,yes,2013,Vito ãðóç.,rear,13600.0
Ford,vagon,230,2.2,Diesel,yes,2006,Transit ïàññ.,front,8000.0
Honda,sedan,84,1.3,Petrol,yes,2008,Civic,front,9750.0
ZAZ,van,145,1.2,Gas,yes,2007,110557,front,1850.0
BMW,sedan,150,2.0,Diesel,yes,2008,520,rear,16700.0
Toyota,sedan,172,1.8,Gas,yes,2005,Avensis,front,8888.0
Toyota,sedan,106,2.4,Petrol,yes,2008,Camry,front,14900.0
Daewoo,sedan,135,2.6290927510130397,Gas,yes,2004,Lanos,front,3700.0
Kia,sedan,114,1.7,Diesel,yes,2013,Sportage,front,17800.0
Mercedes-Benz,sedan,300,1.8,Petrol,yes,1996,C-Class,rear,4000.0
SsangYong,crossover,67,2.7,Diesel,yes,2012,Rexton II,full,17900.0
Suzuki,crossover,130,2.7,Petrol,yes,2007,Grand Vitara,full,15000.0
BMW,sedan,23,4.4,Petrol,yes,2014,M5,rear,81000.0
Mercedes-Benz,sedan,184,1.8,Gas,yes,2008,E-Class,rear,17300.0
Lexus,crossover,50,4.6,Petrol,yes,2015,LX 570,full,75500.0
Chevrolet,hatch,90,1.6,Petrol,yes,2008,Lacetti,front,6400.0
Volkswagen,sedan,76,1.8,Petrol,yes,2012,Passat B7,front,17500.0
Hyundai,van,130,1.6,Petrol,yes,2007,Matrix,front,6000.0
Renault,van,160,1.5,Diesel,yes,2014,Kangoo ãðóç.,front,8550.0
Mazda,sedan,122,2.6290927510130397,Gas,yes,2007,3,front,7999.0
Skoda,sedan,155,1.8,Gas,yes,2005,Superb,front,7800.0
Mercedes-Benz,other,82,1.8,Petrol,yes,2004,SLK 200,rear,15000.0
Honda,sedan,158,1.34,Other,yes,2008,Civic,front,9800.0
Opel,sedan,290,2.0,Gas,yes,1998,Omega,rear,4476.0
Volkswagen,vagon,200,1.9,Diesel,yes,2003,Passat B5,front,8500.0
Mercedes-Benz,van,193,2.2,Other,yes,2011,Vito ãðóç.,rear,12800.0
Opel,van,160,2.0,Diesel,yes,2012,Vivaro ãðóç.,front,9700.0
Hyundai,sedan,189,3.3,Petrol,yes,2006,Sonata,front,8600.0
Ford,sedan,146,2.0,Petrol,yes,2001,Focus,front,4950.0
Skoda,sedan,110,1.8,Petrol,yes,2012,Octavia A5,front,12400.0
Opel,hatch,260,1.4,Petrol,yes,1992,Astra F,front,2900.0
Peugeot,hatch,49,1.0,Petrol,yes,2014,107,front,9300.0
Daewoo,sedan,220,1.5,Petrol,yes,2004,Lanos,front,3900.0
